N�MERO_PEDIDO;QUANTIDADE_ENCOMENDADA; PRE�O_CADA ;N�MERO_LINHA_ORDEM; VENDA ;DATA_PEDIDO;STATUS;LINHA_PRODUTO;NOME_CLIENTE;ENDERE�O;CIDADE;PAIS;CONTATO_SOBRENOME;CONTATO_NOME;TAMANHO_NEG�CIO
10339;22; $128,02 ;5; $2.816,44 ;23/11/2019;Shipped;Ships;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Small
10350;46; $76,67 ;11; $3.526,82 ;02/12/2019;Shipped;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10373;44; $105,18 ;14; $4.627,92 ;31/01/2020;Shipped;Ships;Oulu Toy Supplies, Inc.;Torikatu 38;Oulu;Finland;Koskitalo;Pirkko;Medium
10385;25; $77,34 ;1; $1.933,50 ;28/02/2020;Shipped;Ships;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10396;39; $66,67 ;1; $2.600,13 ;23/03/2020;Shipped;Ships;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10414;37; $71,34 ;6; $2.639,58 ;06/05/2020;On Hold;Ships;Gifts4AllAges.com;8616 Spinnaker Dr.;Boston;USA;Yoshido;Juri;Small
10106;31; $106,87 ;7; $3.312,97 ;17/02/2018;Shipped;Planes;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10120;47; $82,21 ;13; $3.863,87 ;29/04/2018;Shipped;Planes;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Medium
10133;24; $77,64 ;8; $1.863,36 ;27/06/2018;Shipped;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10143;36; $109,61 ;2; $3.945,96 ;10/08/2018;Shipped;Planes;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Medium
10156;48; $103,21 ;2; $4.954,08 ;08/10/2018;Shipped;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10168;28; $98,65 ;14; $2.762,20 ;28/10/2018;Shipped;Planes;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Small
10199;48; $83,12 ;2; $3.989,76 ;01/12/2018;Shipped;Planes;West Coast Collectables Co.;3675 Furth Circle;Burbank;USA;Thompson;Steve;Medium
10210;21; $78,55 ;12; $1.649,55 ;12/01/2019;Shipped;Planes;Osaka Souveniers Co.;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;Osaka;Japan;Kentary;Mory;Small
10223;25; $101,39 ;14; $2.534,75 ;20/02/2019;Shipped;Planes;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Small
10235;25; $103,21 ;8; $2.580,25 ;02/04/2019;Shipped;Planes;Royal Canadian Collectables, Ltd.;23 Tsawassen Blvd.;Tsawassen;Canada;Lincoln;Elizabeth;Small
10250;31; $91,34 ;9; $2.831,54 ;11/05/2019;Shipped;Planes;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Small
10262;40; $84,03 ;4; $3.361,20 ;24/06/2019;Cancelled;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10275;32; $89,51 ;14; $2.864,32 ;23/07/2019;Shipped;Planes;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Small
10284;24; $83,12 ;6; $1.994,88 ;21/08/2019;Shipped;Planes;Norway Gifts By Mail, Co.;Drammensveien 126 A, PB 744 Sentrum;Oslo;Norway;Klaeboe;Jan;Small
10296;42; $102,30 ;2; $4.296,60 ;15/09/2019;Shipped;Planes;Bavarian Collectables Imports, Co.;Hansastr. 15;Munich;Germany;Donnermeyer;Michael;Medium
10308;21; $105,95 ;12; $2.224,95 ;15/10/2019;Shipped;Planes;Mini Classics;3758 North Pendale Street;White Plains;USA;Frick;Steve;Small
10316;34; $82,21 ;4; $2.795,14 ;01/11/2019;Shipped;Planes;giftsbymail.co.uk;Garden House Crowther Way;Cowes;UK;Bennett;Helen;Small
10328;27; $102,30 ;8; $2.762,10 ;12/11/2019;Shipped;Planes;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Small
10340;30; $88,60 ;5; $2.658,00 ;24/11/2019;Shipped;Planes;Enaco Distributors;Rambla de Catalu¤a, 23;Barcelona;Spain;Saavedra;Eduardo;Small
10353;39; $129,33 ;9; $5.043,87 ;04/12/2019;Shipped;Planes;Gift Ideas Corp.;2440 Pompton St.;Glendale;USA;Lewis;Dan;Medium
10361;20; $60,54 ;4; $1.210,80 ;17/12/2019;Shipped;Planes;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Small
10375;37; $81,87 ;6; $3.029,19 ;03/02/2020;Shipped;Planes;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Medium
10388;46; $218,84 ;2; $10.066,60 ;03/03/2020;Shipped;Planes;FunGiftIdeas.com;1785 First Street;New Bedford;USA;Benitez;Violeta;Large
10398;47; $87,69 ;6; $4.121,43 ;30/03/2020;Shipped;Planes;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Medium
10401;11; $103,21 ;8; $1.135,31 ;03/04/2020;On Hold;Planes;Tekni Collectables Inc.;7476 Moss Rd.;Newark;USA;Brown;William;Small
10416;23; $91,34 ;9; $2.100,82 ;10/05/2020;Shipped;Planes;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Small
10105;29; $70,15 ;12; $2.034,35 ;11/02/2018;Shipped;Ships;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Small
10117;38; $79,68 ;6; $3.027,84 ;16/04/2018;Shipped;Ships;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Medium
10128;32; $97,00 ;3; $3.104,00 ;06/06/2018;Shipped;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10142;43; $84,01 ;9; $3.612,43 ;08/08/2018;Shipped;Ships;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10153;31; $87,48 ;8; $2.711,88 ;28/09/2018;Shipped;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10166;29; $103,93 ;3; $3.013,97 ;21/10/2018;Shipped;Ships;FunGiftIdeas.com;1785 First Street;New Bedford;USA;Benitez;Violeta;Medium
10177;31; $88,34 ;10; $2.738,54 ;07/11/2018;Shipped;Ships;CAF Imports;Merchants House, 27-30 Merchant's Quay;Madrid;Spain;Fernandez;Jesus;Small
10185;30; $94,40 ;10; $2.832,00 ;14/11/2018;Shipped;Ships;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Small
10196;50; $94,40 ;2; $4.720,00 ;26/11/2018;Shipped;Ships;Super Scale Inc.;567 North Pendale Street;New Haven;USA;Murphy;Leslie;Medium
10208;40; $80,55 ;10; $3.222,00 ;02/01/2019;Shipped;Ships;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Medium
10221;23; $97,00 ;4; $2.231,00 ;18/02/2019;Shipped;Ships;Petit Auto;Rue Joseph-Bens 532;Bruxelles;Belgium;Dewey;Catherine;Small
10232;26; $88,34 ;7; $2.296,84 ;20/03/2019;Shipped;Ships;giftsbymail.co.uk;Garden House Crowther Way;Cowes;UK;Bennett;Helen;Small
10248;40; $103,93 ;13; $4.157,20 ;07/05/2019;Cancelled;Ships;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Medium
10273;21; $102,20 ;14; $2.146,20 ;21/07/2019;Shipped;Ships;Petit Auto;Rue Joseph-Bens 532;Bruxelles;Belgium;Dewey;Catherine;Small
10282;43; $86,61 ;2; $3.724,23 ;20/08/2019;Shipped;Ships;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10293;29; $71,89 ;5; $2.084,81 ;09/09/2019;Shipped;Ships;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Small
10306;38; $91,81 ;10; $3.488,78 ;14/10/2019;Shipped;Ships;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10314;23; $76,22 ;2; $1.753,06 ;22/10/2019;Shipped;Ships;Heintze Collectables;Smagsloget 45;Aaarhus;Denmark;Ibsen;Palle;Small
10327;20; $173,46 ;7; $3.469,20 ;10/11/2019;Resolved;Ships;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Medium
10337;36; $70,30 ;9; $2.530,80 ;21/11/2019;Shipped;Ships;Classic Legends Inc.;5905 Pompton St.;NYC;USA;Hernandez;Maria;Small
10350;28; $104,44 ;4; $2.924,32 ;02/12/2019;Shipped;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10372;44; $102,20 ;2; $4.496,80 ;26/01/2020;Shipped;Ships;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Medium
10397;32; $80,55 ;5; $2.577,60 ;28/03/2020;Shipped;Ships;Alpha Cognac;1 rue Alsace-Lorraine;Toulouse;France;Roulet;Annette;Small
10414;34; $103,93 ;13; $3.533,62 ;06/05/2020;On Hold;Ships;Gifts4AllAges.com;8616 Spinnaker Dr.;Boston;USA;Yoshido;Juri;Medium
10106;30; $105,91 ;16; $3.177,30 ;17/02/2018;Shipped;Ships;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10119;29; $94,14 ;7; $2.730,06 ;28/04/2018;Shipped;Ships;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Small
10131;22; $85,99 ;8; $1.891,78 ;16/06/2018;Shipped;Ships;Gift Ideas Corp.;2440 Pompton St.;Glendale;USA;Lewis;Dan;Small
10143;26; $100,48 ;11; $2.612,48 ;10/08/2018;Shipped;Ships;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Small
10155;32; $91,43 ;9; $2.925,76 ;06/10/2018;Shipped;Ships;Toys of Finland, Co.;Keskuskatu 45;Helsinki;Finland;Karttunen;Matti;Small
10167;29; $101,38 ;5; $2.940,02 ;23/10/2018;Cancelled;Ships;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Small
10178;34; $96,86 ;8; $3.293,24 ;08/11/2018;Shipped;Ships;Alpha Cognac;1 rue Alsace-Lorraine;Toulouse;France;Roulet;Annette;Medium
10186;24; $99,57 ;5; $2.389,68 ;14/11/2018;Shipped;Ships;Double Decker Gift Stores, Ltd;120 Hanover Sq.;London;UK;Hardy;Thomas;Small
10197;24; $90,52 ;2; $2.172,48 ;26/11/2018;Shipped;Ships;Enaco Distributors;Rambla de Catalu¤a, 23;Barcelona;Spain;Saavedra;Eduardo;Small
10222;26; $102,29 ;8; $2.659,54 ;19/02/2019;Shipped;Ships;Collectable Mini Designs Co.;361 Furth Circle;San Diego;USA;Thompson;Valarie;Small
10249;40; $95,95 ;4; $3.838,00 ;08/05/2019;Shipped;Ships;Cambridge Collectables Co.;4658 Baden Av.;Cambridge;USA;Tseng;Kyung;Medium
10262;44; $94,14 ;13; $4.142,16 ;24/06/2019;Cancelled;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10274;24; $90,52 ;5; $2.172,48 ;21/07/2019;Shipped;Ships;Collectables For Less Inc.;7825 Douglas Av.;Brickhaven;USA;Nelson;Allen;Small
10283;20; $94,14 ;2; $1.882,80 ;20/08/2019;Shipped;Ships;Royal Canadian Collectables, Ltd.;23 Tsawassen Blvd.;Tsawassen;Canada;Lincoln;Elizabeth;Small
10296;34; $102,29 ;11; $3.477,86 ;15/09/2019;Shipped;Ships;Bavarian Collectables Imports, Co.;Hansastr. 15;Munich;Germany;Donnermeyer;Michael;Medium
10307;34; $97,76 ;5; $3.323,84 ;14/10/2019;Shipped;Ships;Classic Gift Ideas, Inc;782 First Street;Philadelphia;USA;Cervantes;Francisca;Medium
10316;45; $93,24 ;13; $4.195,80 ;01/11/2019;Shipped;Ships;giftsbymail.co.uk;Garden House Crowther Way;Cowes;UK;Bennett;Helen;Medium
10328;41; $101,38 ;9; $4.156,58 ;12/11/2019;Shipped;Ships;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10339;55; $71,25 ;15; $3.918,75 ;23/11/2019;Shipped;Ships;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Medium
10352;23; $102,29 ;3; $2.352,67 ;03/12/2019;Shipped;Ships;Auto-Moto Classics Inc.;16780 Pompton St.;Brickhaven;USA;Taylor;Leslie;Small
10361;24; $45,39 ;14; $1.089,36 ;17/12/2019;Shipped;Ships;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Small
10373;32; $84,41 ;15; $2.701,12 ;31/01/2020;Shipped;Ships;Oulu Toy Supplies, Inc.;Torikatu 38;Oulu;Finland;Koskitalo;Pirkko;Small
10386;29; $85,76 ;13; $2.487,04 ;01/03/2020;Resolved;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10398;36; $108,62 ;7; $3.910,32 ;30/03/2020;Shipped;Ships;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Medium
10400;46; $87,80 ;5; $4.038,80 ;01/04/2020;Shipped;Ships;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Medium
10415;32; $95,95 ;4; $3.070,40 ;09/05/2020;Disputed;Ships;Australian Collectables, Ltd;7 Allen Street;Glen Waverly;Australia;Connery;Sean;Medium
10106;34; $110,69 ;9; $3.763,46 ;17/02/2018;Shipped;Planes;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10120;24; $107,70 ;15; $2.584,80 ;29/04/2018;Shipped;Planes;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Small
10131;40; $110,69 ;1; $4.427,60 ;16/06/2018;Shipped;Planes;Gift Ideas Corp.;2440 Pompton St.;Glendale;USA;Lewis;Dan;Medium
10143;26; $82,77 ;4; $2.152,02 ;10/08/2018;Shipped;Planes;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Small
10155;20; $117,67 ;2; $2.353,40 ;06/10/2018;Shipped;Planes;Toys of Finland, Co.;Keskuskatu 45;Helsinki;Finland;Karttunen;Matti;Small
10168;31; $110,69 ;16; $3.431,39 ;28/10/2018;Shipped;Planes;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Medium
10178;22; $87,75 ;1; $1.930,50 ;08/11/2018;Shipped;Planes;Alpha Cognac;1 rue Alsace-Lorraine;Toulouse;France;Roulet;Annette;Small
10198;42; $113,68 ;1; $4.774,56 ;27/11/2018;Shipped;Planes;Cruz & Sons Co.;15 McCallum Street - NatWest Center #13-03;Makati City;Philippines;Cruz;Arnold;Medium
10210;26; $99,72 ;14; $2.592,72 ;12/01/2019;Shipped;Planes;Osaka Souveniers Co.;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;Osaka;Japan;Kentary;Mory;Small
10222;37; $87,75 ;1; $3.246,75 ;19/02/2019;Shipped;Planes;Collectable Mini Designs Co.;361 Furth Circle;San Diego;USA;Thompson;Valarie;Medium
10235;38; $88,75 ;10; $3.372,50 ;02/04/2019;Shipped;Planes;Royal Canadian Collectables, Ltd.;23 Tsawassen Blvd.;Tsawassen;Canada;Lincoln;Elizabeth;Medium
10250;35; $111,69 ;11; $3.909,15 ;11/05/2019;Shipped;Planes;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Medium
10262;33; $90,75 ;6; $2.994,75 ;24/06/2019;Cancelled;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10275;39; $114,68 ;16; $4.472,52 ;23/07/2019;Shipped;Planes;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Medium
10284;45; $101,71 ;8; $4.576,95 ;21/08/2019;Shipped;Planes;Norway Gifts By Mail, Co.;Drammensveien 126 A, PB 744 Sentrum;Oslo;Norway;Klaeboe;Jan;Medium
10296;24; $101,71 ;4; $2.441,04 ;15/09/2019;Shipped;Planes;Bavarian Collectables Imports, Co.;Hansastr. 15;Munich;Germany;Donnermeyer;Michael;Small
10308;35; $88,75 ;14; $3.106,25 ;15/10/2019;Shipped;Planes;Mini Classics;3758 North Pendale Street;White Plains;USA;Frick;Steve;Medium
10316;23; $117,67 ;6; $2.706,41 ;01/11/2019;Shipped;Planes;giftsbymail.co.uk;Garden House Crowther Way;Cowes;UK;Bennett;Helen;Small
10328;37; $108,69 ;10; $4.021,53 ;12/11/2019;Shipped;Planes;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10340;55; $87,75 ;7; $4.826,25 ;24/11/2019;Shipped;Planes;Enaco Distributors;Rambla de Catalu¤a, 23;Barcelona;Spain;Saavedra;Eduardo;Medium
10352;49; $100,72 ;2; $4.935,28 ;03/12/2019;Shipped;Planes;Auto-Moto Classics Inc.;16780 Pompton St.;Brickhaven;USA;Taylor;Leslie;Medium
10361;26; $105,95 ;9; $2.754,70 ;17/12/2019;Shipped;Planes;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Small
10375;33; $116,87 ;1; $3.856,71 ;03/02/2020;Shipped;Planes;La Rochelle Gifts;67, rue des Cinquante Otages;Nantes;France;Labrune;Janine;Medium
10386;37; $83,84 ;14; $3.102,08 ;01/03/2020;Resolved;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10398;22; $86,76 ;8; $1.908,72 ;30/03/2020;Shipped;Planes;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Small
10401;85; $88,75 ;10; $7.543,75 ;03/04/2020;On Hold;Planes;Tekni Collectables Inc.;7476 Moss Rd.;Newark;USA;Brown;William;Large
10416;22; $111,69 ;11; $2.457,18 ;10/05/2020;Shipped;Planes;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Small
10105;31; $65,77 ;3; $2.038,87 ;11/02/2018;Shipped;Ships;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Small
10119;38; $65,77 ;12; $2.499,26 ;28/04/2018;Shipped;Ships;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Small
10129;45; $85,29 ;3; $3.838,05 ;12/06/2018;Shipped;Ships;Stylish Desk Decors, Co.;35 King George;London;UK;Brown;Ann;Medium
10143;31; $85,29 ;16; $2.643,99 ;10/08/2018;Shipped;Ships;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Small
10154;36; $64,33 ;1; $2.315,88 ;02/10/2018;Shipped;Ships;Boards & Toys Co.;4097 Douglas Av.;Glendale;USA;Young;Leslie;Small
10167;46; $70,11 ;10; $3.225,06 ;23/10/2018;Cancelled;Ships;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Medium
10177;32; $76,62 ;1; $2.451,84 ;07/11/2018;Shipped;Ships;CAF Imports;Merchants House, 27-30 Merchant's Quay;Madrid;Spain;Fernandez;Jesus;Small
10185;39; $57,82 ;1; $2.254,98 ;14/11/2018;Shipped;Ships;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Small
10197;50; $78,79 ;7; $3.939,50 ;26/11/2018;Shipped;Ships;Enaco Distributors;Rambla de Catalu¤a, 23;Barcelona;Spain;Saavedra;Eduardo;Medium
10208;46; $74,45 ;1; $3.424,70 ;02/01/2019;Shipped;Ships;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Medium
10222;36; $80,95 ;13; $2.914,20 ;19/02/2019;Shipped;Ships;Collectable Mini Designs Co.;361 Furth Circle;San Diego;USA;Thompson;Valarie;Small
10233;29; $82,40 ;1; $2.389,60 ;29/03/2019;Shipped;Ships;Tekni Collectables Inc.;7476 Moss Rd.;Newark;USA;Brown;William;Small
10248;32; $75,89 ;4; $2.428,48 ;07/05/2019;Cancelled;Ships;Land of Toys Inc.;897 Long Airport Avenue;NYC;USA;Yu;Kwai;Small
10261;44; $68,67 ;2; $3.021,48 ;17/06/2019;Shipped;Ships;Quebec Home Shopping Network;43 rue St. Laurent;Montreal;Canada;Fresnisre;Jean;Medium
10273;42; $62,16 ;5; $2.610,72 ;21/07/2019;Shipped;Ships;Petit Auto;Rue Joseph-Bens 532;Bruxelles;Belgium;Dewey;Catherine;Small
10283;47; $65,77 ;7; $3.091,19 ;20/08/2019;Shipped;Ships;Royal Canadian Collectables, Ltd.;23 Tsawassen Blvd.;Tsawassen;Canada;Lincoln;Elizabeth;Medium
10295;44; $58,55 ;2; $2.576,20 ;10/09/2019;Shipped;Ships;Gifts4AllAges.com;8616 Spinnaker Dr.;Boston;USA;Yoshido;Juri;Small
10306;43; $75,17 ;1; $3.232,31 ;14/10/2019;Shipped;Ships;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10316;48; $74,45 ;18; $3.573,60 ;01/11/2019;Shipped;Ships;giftsbymail.co.uk;Garden House Crowther Way;Cowes;UK;Bennett;Helen;Medium
10327;21; $96,31 ;1; $2.022,51 ;10/11/2019;Resolved;Ships;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Small
10339;50; $74,35 ;9; $3.717,50 ;23/11/2019;Shipped;Ships;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Medium
10350;29; $75,35 ;12; $2.185,15 ;02/12/2019;Shipped;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10373;41; $70,33 ;16; $2.883,53 ;31/01/2020;Shipped;Ships;Oulu Toy Supplies, Inc.;Torikatu 38;Oulu;Finland;Koskitalo;Pirkko;Small
10386;37; $135,61 ;10; $5.017,57 ;01/03/2020;Resolved;Ships;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10397;22; $66,50 ;4; $1.463,00 ;28/03/2020;Shipped;Ships;Alpha Cognac;1 rue Alsace-Lorraine;Toulouse;France;Roulet;Annette;Small
10414;31; $75,89 ;4; $2.352,59 ;06/05/2020;On Hold;Ships;Gifts4AllAges.com;8616 Spinnaker Dr.;Boston;USA;Yoshido;Juri;Small
10103;42; $106,21 ;6; $4.460,82 ;29/01/2018;Shipped;Classic Cars;Baane Mini Imports;Erling Skakkes gate 78;Stavern;Norway;Bergulfsen;Jonas;Medium
10114;42; $113,29 ;10; $4.758,18 ;01/04/2018;Shipped;Classic Cars;La Corne D'abondance, Co.;265, boulevard Charonne;Paris;France;Bertrand;Marie;Medium
10126;45; $102,16 ;6; $4.597,20 ;28/05/2018;Shipped;Classic Cars;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Medium
10140;36; $114,30 ;6; $4.114,80 ;24/07/2018;Shipped;Classic Cars;Technics Stores Inc.;9408 Furth Circle;Burlingame;USA;Hirano;Juri;Medium
10150;20; $105,20 ;3; $2.104,00 ;19/09/2018;Shipped;Classic Cars;Dragon Souveniers, Ltd.;Bronz Sok., Bronz Apt. 3/6 Tesvikiye;Singapore;Singapore;Natividad;Eric;Small
10164;39; $81,93 ;4; $3.195,27 ;21/10/2018;Resolved;Classic Cars;Mini Auto Werke;Kirchgasse 6;Graz;Austria;Mendel;Roland;Medium
10175;42; $85,98 ;11; $3.611,16 ;06/11/2018;Shipped;Classic Cars;Stylish Desk Decors, Co.;35 King George;London;UK;Brown;Ann;Medium
10183;23; $86,99 ;3; $2.000,77 ;13/11/2018;Shipped;Classic Cars;Classic Gift Ideas, Inc;782 First Street;Philadelphia;USA;Cervantes;Francisca;Small
10194;26; $89,01 ;6; $2.314,26 ;25/11/2018;Shipped;Classic Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Small
10206;33; $117,33 ;1; $3.871,89 ;05/12/2018;Shipped;Classic Cars;Canadian Gift Exchange Network;1900 Oak St.;Vancouver;Canada;Tannamuri;Yoshi;Medium
10217;31; $88,00 ;6; $2.728,00 ;04/02/2019;Shipped;Classic Cars;Handji Gifts& Co;Village Close - 106 Linden Road Sandown;Singapore;Singapore;Victorino;Wendy;Small
10229;50; $112,28 ;11; $5.614,00 ;11/03/2019;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10245;44; $105,20 ;4; $4.628,80 ;04/05/2019;Shipped;Classic Cars;Super Scale Inc.;567 North Pendale Street;New Haven;USA;Murphy;Leslie;Medium
10258;45; $80,92 ;1; $3.641,40 ;15/06/2019;Shipped;Classic Cars;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Medium
10270;46; $88,00 ;4; $4.048,00 ;19/07/2019;Shipped;Classic Cars;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Medium
10281;27; $85,98 ;11; $2.321,46 ;19/08/2019;Shipped;Classic Cars;Diecast Classics Inc.;7586 Pompton St.;Allentown;USA;Yu;Kyung;Small
10291;28; $116,32 ;6; $3.256,96 ;08/09/2019;Shipped;Classic Cars;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Medium
10304;40; $105,20 ;1; $4.208,00 ;11/10/2019;Shipped;Classic Cars;Auto Assoc. & Cie.;67, avenue de l'Europe;Versailles;France;Tonini;Daniel;Medium
10313;30; $99,13 ;9; $2.973,90 ;22/10/2019;Shipped;Classic Cars;Canadian Gift Exchange Network;1900 Oak St.;Vancouver;Canada;Tannamuri;Yoshi;Small
10324;34; $124,95 ;5; $4.248,30 ;05/11/2019;Shipped;Classic Cars;Vitachrome Inc.;2678 Kingston Rd.;NYC;USA;Frick;Michael;Medium
10336;46; $207,80 ;2; $9.558,80 ;20/11/2019;Shipped;Classic Cars;La Corne D'abondance, Co.;265, boulevard Charonne;Paris;France;Bertrand;Marie;Large
10348;32; $82,83 ;7; $2.650,56 ;01/11/2019;Shipped;Classic Cars;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Small
10358;27; $139,31 ;3; $3.761,37 ;10/12/2019;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10371;34; $126,51 ;3; $4.301,34 ;23/01/2020;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
